Job Title,Rating,Company Name,Size,Founded,Type of ownership,Sector,Position,lower_salary,higher_salary,city,state,state_full
Sr Data Integrity Analyst,3.8,Atmos Energy Corp.,1001 to 5000 employees,1906,Company - Public,"Oil, Gas, Energy & Utilities",2,30000,53000,Dallas,TX,Texas
Data System Analyst,3.7,Citi,10000+ employees,1812,Company - Public,Finance,2,30000,53000,Irving,TX,Texas
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,30000,53000,Dallas,TX,Texas
Research Data Analyst,2.6,North Central Texas Council of Governments,201 to 500 employees,1966,Nonprofit Organization,Business Services,2,30000,53000,Arlington,TX,Texas
RAPD Risk Platforms & Data - Analyst,4,Goldman Sachs,10000+ employees,1869,Company - Public,Finance,2,30000,53000,Dallas,TX,Texas
Business Data Analyst,3.5,McAfee,5001 to 10000 employees,1987,Company - Private,Information Technology,2,30000,53000,Plano,TX,Texas
Business Analyst/Data Consultant,3.8,Apex Systems,1001 to 5000 employees,1995,Subsidiary or Business Segment,Business Services,2,30000,53000,Irving,TX,Texas
Data Analyst - Contract Renewals,2.8,RealPage,5001 to 10000 employees,1998,Company - Public,Information Technology,2,30000,53000,Richardson,TX,Texas
Jr Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,61000,San Diego,CA,California
Senior Business Data Analyst,4.4,Intuit,5001 to 10000 employees,1983,Company - Public,Information Technology,1,31000,61000,San Diego,CA,California
#104755 Business Systems Analyst II/III,4.3,UC San Diego,10000+ employees,1960,College / University,Education,1,31000,61000,San Diego,CA,California
SR Business Operations Analyst,3.1,MUFG,10000+ employees,1864,Company - Public,Finance,1,31000,61000,San Diego,CA,California
Business Analyst 20,4.5,Platinum Resource Group,1 to 50 employees,2008,Company - Private,Business Services,1,31000,61000,San Diego,CA,California
Federal - Sr Business Analyst,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,1,31000,61000,San Diego,CA,California
Junior Business & Technology Analyst - CRM,3.4,Axos Bank,1001 to 5000 employees,2000,Company - Public,Finance,1,31000,61000,San Diego,CA,California
Business Analyst III (Information Technology Specialist,4,DAV-LEAR SYSTEMS INC,1 to 50 employees,1992,Company - Private,Information Technology,1,31000,61000,San Diego,CA,California
Computer Systems Analyst,4.2,Scientific Research Corporation,1001 to 5000 employees,1988,Company - Private,Information Technology,1,31000,61000,San Diego,CA,California
Senior Business Systems Analyst - Salesforce Sales Cloud,3.9,Illumina,5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,1,31000,61000,San Diego,CA,California
Quality Ops Analyst 1 - CAPA,3.9,Illumina,5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,1,31000,61000,San Diego,CA,California
Business Analyst,2.8,"Southern Indian Health Council, Inc",51 to 200 employees,1980,Nonprofit Organization,Non-Profit,1,31000,61000,Alpine,CA,California
Data Analyst,3.6,Tandem Diabetes Care,1001 to 5000 employees,2006,Company - Public,Manufacturing,1,31000,61000,San Diego,CA,California
Business Systems Analyst IV/Business Systems Analyst/Business Analyst,3.7,Infotree Service Inc,51 to 200 employees,2004,Company - Private,Business Services,1,31000,61000,San Diego,CA,California
Demand and Materials Process Analyst,3.9,WD-40 Company,201 to 500 employees,1953,Company - Public,Manufacturing,1,31000,61000,San Diego,CA,California
Senior Business Analyst (Consumer and Small Business Banking),3.4,Axos Bank,1001 to 5000 employees,2000,Company - Public,Finance,1,31000,61000,San Diego,CA,California
"Business Process Analyst 1 in San Diego, California | Careers at San Diego, CA - HDQ",3,Mitchell International,1001 to 5000 employees,1946,Company - Private,Information Technology,1,31000,61000,San Diego,CA,California
Business Process Analyst - Supplier Management,3.7,General Atomics,5001 to 10000 employees,1955,Company - Private,Aerospace & Defense,1,31000,61000,San Diego,CA,California
#104293 Business Tech Support Analyst,4.3,UC San Diego,10000+ employees,1960,College / University,Education,1,31000,61000,San Diego,CA,California
Program Analyst I/Administrative,3.3,Cordoba,201 to 500 employees,1983,Company - Public,"Construction, Repair & Maintenance",1,31000,61000,San Diego,CA,California
Research Data Analyst,4.3,UC San Diego,10000+ employees,1960,College / University,Education,1,31000,61000,San Diego,CA,California
Business Process Automation Analyst,3.8,StepStone,1001 to 5000 employees,1996,Company - Private,Business Services,1,31000,61000,La Jolla,CA,California
Value Based Analytics - Health Business Analyst,3.3,Florida Blue,10000+ employees,1944,Nonprofit Organization,Insurance,1,31000,57000,Jacksonville,FL,Florida
Business Systems Analyst (Accounting/Finance),3.1,Kemper,5001 to 10000 employees,1990,Company - Public,Insurance,1,31000,57000,Jacksonville,FL,Florida
Senior Health Business Analyst,3.3,Blue Cross Blue Shield of Florida,10000+ employees,1944,Nonprofit Organization,Insurance,1,31000,57000,Jacksonville,FL,Florida
Quality Analyst,3.5,"The Judge Group, Inc.",1001 to 5000 employees,1970,Company - Private,Business Services,1,31000,57000,Jacksonville,FL,Florida
Escrow Business Analyst I,2.5,"ServiceLink, a Black Knight Company",1001 to 5000 employees,1967,Subsidiary or Business Segment,Finance,1,31000,57000,Jacksonville,FL,Florida
Investigations & Case Management Senior Business Analyst - Vice President,3.5,Deutsche Bank,10000+ employees,1870,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
Jr. Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,57000,Jacksonville,FL,Florida
Entry level - Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,57000,Jacksonville,FL,Florida
Supply Senior Business Systems Analyst,3.7,KBR,10000+ employees,1901,Company - Public,"Oil, Gas, Energy & Utilities",1,31000,57000,Jacksonville,FL,Florida
Urgent - Business Analyst Trainee,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,57000,Jacksonville,FL,Florida
Junior Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,57000,Jacksonville,FL,Florida
IT Business Sys Analyst,3.3,Florida Blue,10000+ employees,1944,Nonprofit Organization,Insurance,1,31000,57000,Jacksonville,FL,Florida
MB Business Analyst - Jacksonville FL,3.9,J.P. Morgan,10000+ employees,1799,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
Data Analyst,4.5,Green Key Resources,201 to 500 employees,2004,Company - Private,Business Services,1,31000,57000,Jacksonville,FL,Florida
Business Analyst-Entry level,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,57000,Jacksonville,FL,Florida
Financial Strategy Analyst IV,3.6,Crowley Maritime,5001 to 10000 employees,1892,Company - Private,Transportation & Logistics,1,31000,57000,Jacksonville,FL,Florida
"Business Analyst (Home Lending) - Jacksonville, FL",3.9,J.P. Morgan,10000+ employees,1799,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
MB Business Analyst,3.9,JPMorgan Chase,10000+ employees,1799,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
IT Systems Analyst (Remote),-1,SGA Inc.,1 to 50 employees,1996,Company - Private,Business Services,1,31000,57000,Jacksonville,FL,Florida
Jr Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,31000,57000,Jacksonville,FL,Florida
Control Room Analyst,3.3,Macquarie Group,10000+ employees,1969,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
SAS Developer and Business Analyst (Security/Fraud Operations),3.7,Citi,10000+ employees,1812,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
DevOps Analyst,3.3,Macquarie Group,10000+ employees,1969,Company - Public,Finance,1,31000,57000,Jacksonville,FL,Florida
a. Senior Data and Business Analyst,4,Connor Group,201 to 500 employees,2006,Company - Private,Accounting & Legal,2,31000,59000,Salt Lake City,UT,Utah
Fund Data Analyst,3.5,Vivint Solar,1001 to 5000 employees,2011,Company - Public,"Oil, Gas, Energy & Utilities",2,31000,59000,Lehi,UT,Utah
Sr Python Data Analyst(no c2c) contract w2 only,2.9,"VED Software Services, Inc.",51 to 200 employees,1995,Company - Private,Information Technology,2,31000,59000,Salt Lake City,UT,Utah
TX Healthcare Data/Reporting Analyst,4.2,Abacus Service Corporation,501 to 1000 employees,2004,Company - Private,Business Services,2,31000,59000,Salt Lake City,UT,Utah
Data Scientist,3.5,Medix,201 to 500 employees,2001,Company - Private,Business Services,3,31000,56000,Elmhurst,IL,Illinois
Data & Machine Learning Scientist,3.2,Tempus Labs,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,3,31000,56000,Chicago,IL,Illinois
"Quantitative Research Internship, Summer 2021",3.1,Akuna Capital,201 to 500 employees,2011,Company - Private,Finance,3,31000,56000,Chicago,IL,Illinois
"Senior Applied Data Scientist, Government",3.2,Civis Analytics,51 to 200 employees,2013,Company - Private,Information Technology,3,31000,56000,Chicago,IL,Illinois
Food Scientist,2.5,TreeHouse Foods,10000+ employees,2005,Company - Public,Manufacturing,3,31000,56000,Downers Grove,IL,Illinois
Analytics Consultant,4.6,Strive Consulting,501 to 1000 employees,2006,Company - Private,Business Services,3,31000,56000,Chicago,IL,Illinois
Data Analyst,3.2,BMO,10000+ employees,1882,Subsidiary or Business Segment,Finance,3,31000,56000,Chicago,IL,Illinois
Quantitative Researcher,4.7,Old Mission Capital,51 to 200 employees,2008,Private Practice / Firm,Finance,3,31000,56000,Chicago,IL,Illinois
Data scientist/computational biologist,4,The University of Chicago,10000+ employees,1890,College / University,Education,3,31000,56000,Chicago,IL,Illinois
Quantitative Researcher,3.9,DRW Trading Group,1001 to 5000 employees,1992,Company - Private,Finance,3,31000,56000,Chicago,IL,Illinois
Data Analyst,4.1,Peterson Technology Partners,201 to 500 employees,1997,Contract,Information Technology,3,31000,56000,Chicago,IL,Illinois
Quantitative Researcher,4.7,Axiom Group,51 to 200 employees,1987,Company - Private,Manufacturing,3,31000,56000,Chicago,IL,Illinois
Data Analyst,4,University of Chicago,10000+ employees,1890,College / University,Education,3,31000,56000,Chicago,IL,Illinois
Senior Quantitative Analyst,4,Morningstar,5001 to 10000 employees,1984,Company - Public,Finance,3,31000,56000,Chicago,IL,Illinois
Sr Data Scientist,5,Kalderos,1 to 50 employees,2016,Company - Private,Information Technology,3,31000,56000,Chicago,IL,Illinois
Senior Data Scientist,3.5,Aon,10000+ employees,1892,Company - Public,Insurance,3,31000,56000,Chicago,IL,Illinois
Supply Chain/Data Analyst - Merchandising,3.4,Aerotek,5001 to 10000 employees,1983,Company - Private,Business Services,3,31000,56000,Chicago,IL,Illinois
Data Scientist,2.6,Kehe,5001 to 10000 employees,1954,Company - Private,Business Services,3,31000,56000,Naperville,IL,Illinois
Associate Food Scientist - Global Expansion Team,3.5,Ferrara Candy Company,5001 to 10000 employees,1908,Company - Private,Manufacturing,3,31000,56000,Maywood,IL,Illinois
Data Engineer,4.1,VillageMD,1001 to 5000 employees,2013,Company - Private,Health Care,3,31000,56000,Chicago,IL,Illinois
Quantitative Analyst,4.7,Old Mission Capital,51 to 200 employees,2008,Private Practice / Firm,Finance,3,31000,56000,Chicago,IL,Illinois
Data Analyst,3.8,Ann & Robert H. Lurie Children's Hospital of Chicago,1001 to 5000 employees,2012,Nonprofit Organization,Health Care,3,31000,56000,Chicago,IL,Illinois
Data Analyst,3.7,BMO Financial Group,10000+ employees,1817,Company - Public,Finance,3,31000,56000,Chicago,IL,Illinois
Sr. Data Engineer,3.4,Alliant Credit Union,501 to 1000 employees,1935,Nonprofit Organization,Finance,3,31000,56000,Chicago,IL,Illinois
Urgent Need - Data Analyst,3.4,Kelly,5001 to 10000 employees,1946,Company - Public,Business Services,3,31000,56000,Chicago,IL,Illinois
Senior Scientist-Wind Vulnerability,3.5,Aon,10000+ employees,1892,Company - Public,Insurance,3,31000,56000,Chicago,IL,Illinois
Business Intelligence Analyst,3.1,Kemper,5001 to 10000 employees,1990,Company - Public,Insurance,3,31000,56000,Chicago,IL,Illinois
Business Analyst,3.3,W.R. Berkley Corporation,5001 to 10000 employees,1967,Company - Public,Insurance,1,32000,61000,Wilmington,DE,Delaware
Inventory Analyst,2.7,PetroChoice,501 to 1000 employees,1969,Company - Private,"Oil, Gas, Energy & Utilities",1,32000,61000,King of Prussia,PA,Pennsylvania
Business Analyst,3.5,Tek Leaders,501 to 1000 employees,2016,Company - Private,Information Technology,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Analyst,4.1,Collabera,10000+ employees,1991,Company - Private,Information Technology,1,32000,61000,King of Prussia,PA,Pennsylvania
Business Analyst,3.3,ERGO Group,201 to 500 employees,1993,Company - Private,Information Technology,1,32000,61000,Philadelphia,PA,Pennsylvania
Product Owner/Business Analyst,4.1,Collabera,10000+ employees,1991,Company - Private,Information Technology,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Systems Analyst,4.3,DATA Inc.,501 to 1000 employees,1983,Company - Private,Information Technology,1,32000,61000,Philadelphia,PA,Pennsylvania
Data Analyst,3.8,Mondo,51 to 200 employees,2000,Company - Private,Business Services,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Analyst,3.5,Robert Half,10000+ employees,1948,Company - Public,Business Services,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Analyst,3.7,Munich Re,5001 to 10000 employees,1880,Company - Public,Insurance,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Analyst,2.6,Wuxi Apptec,10000+ employees,2000,Subsidiary or Business Segment,Biotech & Pharmaceuticals,1,32000,61000,Philadelphia,PA,Pennsylvania
Digital Business Analyst,3.8,Mondo,51 to 200 employees,2000,Company - Private,Business Services,1,32000,61000,Wilmington,DE,Delaware
Social Media Analyst,4.1,Scotts Miracle-Gro,5001 to 10000 employees,1868,Company - Public,Manufacturing,1,32000,61000,Philadelphia,PA,Pennsylvania
Software Business Analyst,2.6,Decision Research,51 to 200 employees,1971,Company - Private,Information Technology,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Analyst,3.4,Concerto HealthAI,201 to 500 employees,2018,Company - Private,Biotech & Pharmaceuticals,1,32000,61000,King of Prussia,PA,Pennsylvania
Business Analyst,4.2,IntePros,201 to 500 employees,1997,Company - Private,Business Services,1,32000,61000,Philadelphia,PA,Pennsylvania
Entry Level- Client Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Development Analyst,3.4,Publicis Worldwide,10000+ employees,1926,Company - Public,Business Services,1,32000,61000,Philadelphia,PA,Pennsylvania
Junior Business Analyst,4.2,CyberCoders,201 to 500 employees,1999,Subsidiary or Business Segment,Business Services,1,32000,61000,Fort Washington,PA,Pennsylvania
Data Analyst,3.9,Seer Interactive,51 to 200 employees,2002,Company - Private,Information Technology,1,32000,61000,Philadelphia,PA,Pennsylvania
Operations Business Analyst,3.7,eTeam Inc.,51 to 200 employees,1999,Company - Private,Business Services,1,32000,61000,Wilmington,DE,Delaware
Director Project Management & Business Analysis,3.7,Amerihealth,5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance,1,32000,61000,Philadelphia,PA,Pennsylvania
Business Analyst,4.6,"Turnberry Solutions, Inc",501 to 1000 employees,2001,Company - Private,Information Technology,1,32000,61000,Fort Washington,PA,Pennsylvania
Student Data Analyst,4.2,University of Georgia,10000+ employees,1785,College / University,Education,2,32000,56000,Athens,GA,Georgia
Junior Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,32000,56000,Athens,GA,Georgia
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,32000,56000,Athens,GA,Georgia
Data Analyst Junior,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,32000,56000,Athens,GA,Georgia
Business Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,1,33000,60000,Round Rock,TX,Texas
Proposal Analyst,2.9,Forcepoint,1001 to 5000 employees,2016,Company - Private,Information Technology,1,33000,60000,Austin,TX,Texas
